Tweet_count,Username,Text,Created At,Retweets,Likes,Category
108,ஜெ கீதாஜோதி SayYEStoWOMENSafety&AIADMK,"கழகப் பொதுச் செயலாளர் சட்டமன்ற எதிர்க்கட்சித் தலைவர் வருங்கால முதலமைச்சர் புரட்சித் தமிழர் அண்ணன் எடப்பாடியார் அவர்களின் ஆணைக்கிணங்க

மக்களால் நான் மக்களுக்காகவே நான் என்று வாழ்ந்து மறைந்த வீரமங்கை புரட்சி தலைவி அம்மா
 அவர்களின் 77 வது பிறந்தநாள் விழா மாபெரும் பொதுக்கூட்டம் ... https://t.co/0SNYZHMc1L",Fri Feb 28 02:42:02 +0000 2025,3,11,AIADMK
109,NewsJ,"#BREAKINGNEWS || அதிமுக பொதுச்செயலாளர் கடும் கண்டனம் | Aiadmk | Edappadi K Palaniswami | NewsJ 
#aiadmk | #aiadmknews | #edappadipalaniswami | #DMKFailsTN | #dmkatrocity | #newsj | #newsjtamil https://t.co/9x78aw3SAl",Thu Feb 27 07:43:08 +0000 2025,9,17,AIADMK
110,PuthiyathalaimuraiTV,"மறைந்த முன்னாள் முதல்வர் ஜெ.ஜெயலலிதா பிறந்த தினம் இன்று!

#Jayalalithaa | #JJayalalithaa | #AIADMK | #RememberingJayalalithaa https://t.co/PaezpcdtOB",Mon Feb 24 01:54:44 +0000 2025,88,635,AIADMK
111,M.R.Vijayabhaskar-SayYesToWomenSafety&AIADMK,"தென்னகத்தின் ஒளிவிளக்காய்,
தியாகத்தின் திருவிளக்காய்,
எல்லாரும் எல்லாமும் பெற
தன்னையே தமிழ்நாட்டிற்காக அர்ப்பணித்து,
தமிழ்நாட்டைப் பற்றியே நாளும் நினைத்து,மக்களால் நான் மக்களுக்காகவே நான் என வாழ்ந்து மறைந்த மாண்புமிகு இதயதெய்வம் புரட்சித்தலைவி அம்மா அவர்களின் 77-வது பிறந்தநாளில் https://t.co/uQJ1Es3ZSV",Mon Feb 24 01:39:32 +0000 2025,99,343,AIADMK
112,Gowri Sankar D - Say Yes to Women Safety&AIADMK,"இ..னை போன்ற இனதுரோகி 
ஈன பிறவிகளையும் கட்சியில் இருந்து விரட்டி கட்சி கரை வேட்டி கூட கட்ட விடாமல் செய்த ஐயா @EPSTamilNadu அவர்களுக்கு  அடிமட்ட தொண்டர்களின் சார்பில் கோடானுகோடி நன்றிகளை தெரிவித்து கொள்கிறோம்... https://t.co/SH3JtD031j",Wed Feb 26 04:48:48 +0000 2025,79,283,AIADMK
113,Surjith Kumar - SayYEStoWomenSafety&AIADMK,"தமிழக மக்களின் பன்னெடுங்கால ஜீவாதார பிரச்சனையான காவிரி விவகாரத்தில் நடுவர் மன்ற இறுதித் தீர்ப்பை மத்திய அரசிதழில் வெளியிட பாடுபட்ட ஒப்பற்ற காவிரித் தாய் புரட்சித் தலைவி அம்மா!
#அம்மா_சொல்அல்ல_செயல் 
#ADMK_CHNSUBURBAN https://t.co/JoR8FnDFnU",Mon Feb 24 05:19:34 +0000 2025,11,14,AIADMK
114,இந்திராணி சுடலைமுத்து #SayYesToWomenSafety&AIADMK,இப்படி ஒரு உண்மையை யாருப்பா எழுதியது... உண்மை தான் https://t.co/xXGmF1PuZj,Fri Feb 28 02:11:18 +0000 2025,56,224,AIADMK
115,தர்சினிSayYesToWomenSafety&AIADMK,"வாக்கை பிரித்து திமுகவை வெல்ல வைத்து ,அப்பாவி மக்களையும் படுகுழியில் தள்ளிய பாவம் சீமானை சுழற்றி அடிக்குது!",Fri Feb 28 03:05:54 +0000 2025,4,11,AIADMK
116,S Valarmathi - SayYesToWomenSafety&AIADMK,"மாண்புமிகு இதயதெய்வம் தங்கதாரகை புரட்சித்தலைவி #அம்மா அவர்களின் #77வதுபிறந்தநாளில் போற்றி வணங்குவோம்.
#HBD_AMMA
@EPSTamilNadu 
@PThangamanioffl 
@AIADMKOfficial
@AIADMKITWINGOFL 
@NewsJTamil 
#ADMK_TRY https://t.co/ehLWCl1n3u",Sun Feb 23 13:55:02 +0000 2025,9,39,AIADMK
117,NewsJ,"#BREAKINGNEWS || அதிமுக மாவட்ட செயலாளர் திருக்கழுக்குன்றம் எஸ்.ஆறுமுகம் வீட்டின் முன்பு கூடியிருந்த 500 அதிமுகவினர் கைது...
#aiadmk | #protest | #dmkfails | #dravidamodel | #dmkatrocity | #newsj | #newsjtamil https://t.co/AEzAqXZKDu",Thu Feb 27 05:50:14 +0000 2025,26,43,AIADMK
118,M.Krishnavijay _ SayYesToWomenSafety&AIADMK,"கலெக்டர்,SPலாம் நான் சொல்றத தான் கேட்கனும்....
கேட்கல உங்கள மாத்திடுவேன்- திமுக தருமபுரி(கி)மாவட்ட செயலாளர் மிரட்டல்.

@arivalayam @satyenaiadmk https://t.co/c0F7J5Rgup",Fri Feb 28 05:39:42 +0000 2025,0,5,AIADMK
119,AIADMK Student Wing - அஇஅதிமுக மாணவரணி,"தொட்டில் குழந்தை திட்டம் தந்த தாய்,

மகளிர் காவல் நிலையங்களை அமைத்த மாதரசி,

மழைநீர் சேகரிப்பை வலியுறுத்திய மண்ணின் செல்வி,

காவிரி உரிமையை மீட்டெடுத்த தமிழ்த் தலைவி,

மாணவர்களுக்கு மடிக்கணினி தந்த மகராசி,

தாலிக்கு தங்கம், திருமண நிதியுதவி தந்த தவச்செல்வி,

69% இடஒதுக்கீட்டால் https://t.co/5ZcKAWYRet",Mon Feb 24 09:41:10 +0000 2025,131,295,AIADMK
1,Akshay Kumar R 🔱 𝕏,"Vote for BJP and save Tamil Nadu from terrorism. 
#GetOutStalin #GetOutTVK https://t.co/xYgFFb78V5",Fri Feb 21 06:08:54 +0000 2025,9,45,BJP Tamil Nadu
2,youth challenges,"Tamil Nadu needs change.

BJP’s vision with Annamalai feels right for progress. Time to move forward. 
#GetOutStalin 
#GetOutStalin_2026 
#dhanashreeverma
#caraccident 
#IndvsBan
#தமிழ்_வாழ்க 
Canada
#4Nations https://t.co/LhuJhuSWOr",Fri Feb 21 04:49:23 +0000 2025,1383,2423,BJP Tamil Nadu
3,Ashish Singh,"BIG BREAKING 🚨 

Telangana CM Revanth orders Telugu is now Compulsory subject in school 🔥✊✊

Congress always respect regional language! Don't like BJP they Doing Tamil Nadu 

Congress means Good Governance 🔥 
https://t.co/krsBbOf8nM",Wed Feb 26 05:31:14 +0000 2025,727,5276,BJP Tamil Nadu
4,Amit Shah,"Inaugurated the Tamil Nadu BJP's district offices in Coimbatore, Tiruvannamalai, and Ramanathapuram.

These offices will become the nerve centres of the people's movement against the corrupt, anti-national, and atrocious rule of the DMK govt.

கோவை, திருவண்ணாமலை மற்றும் https://t.co/TMEGiP2D0s",Wed Feb 26 13:18:35 +0000 2025,1624,5300,BJP Tamil Nadu
5,Anusha Ravi Sood,"One of the most popular Tamil media house - Vikatan's -  website has been blocked after it ran this cartoon. 
The website is inaccessible following a complaint by BJP leaders in Tamil Nadu. @vikatan claims it has received no communication from Union govt yet but it's blocked https://t.co/HzfD2rsnHu",Sun Feb 16 03:52:11 +0000 2025,684,1855,BJP Tamil Nadu
6,CH.Sekar (சி.எச்.சேகர்),"Punishing Tamil Nadu for effective governance by cutting our seats? BJP's delimitation is a direct attack on our state's rights. 

#FairDelimitationForTN https://t.co/BHQkmKtP2P",Tue Feb 25 10:19:22 +0000 2025,87,102,BJP Tamil Nadu
7,BJP Tamilnadu,மும்மொழி என்றதும் 'இந்தி' திணிப்பு என்ற பொய்யை பரப்பும் @arivalayam கட்சித் தலைவர்களின் முகத்திரையை கிழிக்கும் அட்டவணை..! https://t.co/5Z9JpvxURo,Tue Feb 18 17:26:28 +0000 2025,301,602,BJP Tamil Nadu
8,Himanshu Bhatt,"We need a Regional Radical party
 in Uttarakhand 

Just like DMK in Tamil Nadu.

No nonsense of BJP and congress now!!",Thu Feb 27 14:24:33 +0000 2025,12,34,BJP Tamil Nadu
9,BJP Tamilnadu,"உலகளவில் ட்ரெண்ட்டான #GetOutStalin, வாயைக் கொடுத்து வாங்கிக் கட்டிக் கொண்ட @arivalayam அரசு!

#GetOutStalin https://t.co/69P8FfOrJ6",Fri Feb 21 09:26:35 +0000 2025,2008,5811,BJP Tamil Nadu
10,Muralidharan Gopal,"NO NEP, NO FUNDS?

Push Tamil Nadu too Hard, and India may Fracture.  

India has been a Federal State-Nation since Independence, not a Nation-State.  

Pity the BJP Pradhan’s pure Ignorance of our Constitution. https://t.co/4jqaioT889",Sat Feb 22 17:26:35 +0000 2025,139,183,BJP Tamil Nadu
11,Anil Cherukara I.N.D.I.A,"#GetOutStalin_2026

Sangh and RSS has only agenda to destroy Tamil Nadu

We must pack BJP from #TamilNadu 

#BJPMuktTamilNadu
#BJPMuktBharat https://t.co/D1m94gVZU6",Fri Feb 21 11:17:16 +0000 2025,2,3,BJP Tamil Nadu
12,BJP Tamilnadu,"நமது மத்திய உள்துறை அமைச்சர் திரு. அமித்ஷா அவர்களே வருக, வருக! 

#VanakkamAmitshah https://t.co/7jsGTNloC9",Tue Feb 25 12:36:23 +0000 2025,244,709,BJP Tamil Nadu
13,ANI,"Tamil Nadu | Actor-turned-politician Ranjana Nachiyaar resigns from the BJP's primary membership. She says, ""Three-language imposition is wrong."" https://t.co/62mtquUulW",Tue Feb 25 07:08:06 +0000 2025,705,4531,BJP Tamil Nadu
14,Pesu Tamizha Pesu,"தமிழக மீனவர்கள் 27 பேர் விடுவிப்பு!

#TamilNadu #Fishermen #TNFishermen #FishermenArrested #SriLankanNavy #SriLanka #Arrested #Modi #bjptamilnadu #pesutamizhapesu https://t.co/UUmfnOb54S",Fri Feb 28 05:45:07 +0000 2025,3,8,BJP Tamil Nadu
15,‏‎غولرز شخ,"Did I hear correct? 
BJP Tamil Nadu Head just said Ayesha Abdoullah gave out most idiotic defence in ongoing controversy and claim of imposition of hindi on other states. She said, https://t.co/1pM6AkMDuA",Sat Feb 22 19:25:29 +0000 2025,0,2,BJP Tamil Nadu
16,BJP Tamilnadu,"உங்கள் வீட்டுக் குழந்தைகள் மட்டும் மும்மொழி படிக்க வேண்டும், உங்கள் கட்சி தொண்டர்களின் குழந்தைகள் மும்மொழி படிக்கக்கூடாதா?

What bro? 
Practice What You Preach Bro @TVKVijayHQ https://t.co/vHOXL2Rqu2",Wed Feb 26 14:30:00 +0000 2025,599,1590,BJP Tamil Nadu
17,BJP Tamilnadu,"தப்பு பண்ணிட்டியே சிங்காரம். @Udhaystalin, @Office_of_Udhay.!

#GetOutStalin https://t.co/dbSJQLriLX",Fri Feb 21 06:37:50 +0000 2025,3221,9587,BJP Tamil Nadu
18,IANS,"Delhi: BJP MP Praveen Khandelwal says, ""Leaders like Stalin base their politics solely on opposing Hindi. He never misses a chance to criticize it... Today, the people of Tamil Nadu want to learn, speak, and read Hindi. Ultimately, Hindi will prevail"" https://t.co/pqcwxtEVpw",Fri Feb 28 05:23:02 +0000 2025,3,5,BJP Tamil Nadu
19,ANI,#WATCH | Tamil Nadu: Union Home Minister Amit Shah feeds cows and plants a sapling as he inaugurates the new BJP Office in Coimbatore. https://t.co/eqrUtWPpu2,Wed Feb 26 06:40:27 +0000 2025,1682,15478,BJP Tamil Nadu
20,Amar Prasad Reddy,"2026 is definitely ours! 

BJP will undoubtedly succeed in Tamil Nadu! 🔥 https://t.co/pNAllsLtGY",Mon Feb 17 14:00:11 +0000 2025,268,1859,BJP Tamil Nadu
21,News Arena India,"Tamil Nadu BJP Chief K Annamalai-

""Today 48 days of my fasting is over and we took pledge that we will remove DMK from power."" https://t.co/CYg6yqusNG",Tue Feb 11 17:39:01 +0000 2025,1614,10351,BJP Tamil Nadu
22,Citizen Saran,"""Tamil Nadu stands strong against fascist politics! #GetOutModi trends at #1 in India anytime, any day—proof that the people reject BJP's divisive, religion-based politics. May this resistance continue for a lifetime! #TamilNaduAgainstBJP"" https://t.co/xLtBKo2zoS",Thu Feb 20 07:29:35 +0000 2025,4,10,BJP Tamil Nadu
23,BJP Tamilnadu,"கழிவறையிலும் தங்கள் ஊழல் கைவரிசையைக் காட்டிய @arivalayam அரசு! 

தமிழகத்தில் ஜனவரி 2022-இல் ₹3.18 ஆக இருந்த ஒரு பொது கழிவறையின் பராமரிப்பு செலவு, செப்டம்பர் 2022-இல் ₹363.9 ஆக உயர்வு அதாவது எட்டு மாத காலத்திற்குள் சுமார் 115 மடங்கு அதிகரித்துள்ளதாக வெளியாகியுள்ள செய்திகள், “ஒரு https://t.co/iPQnDIxmtw",Fri Feb 28 02:46:07 +0000 2025,273,464,BJP Tamil Nadu
24,nilavurasigan,"@mchellap @Ad_Tel_210168 , u can't fool Tamil Nadu people we are not bjp fellows   to believe fake agenda ,thsi is NEP , why should we study this stupid Hindi , if they teach foreign languages like French ,Japanese language we welcome ,we don't this silly hindhi language https://t.co/AeDcZNTiAr",Mon Feb 24 07:49:59 +0000 2025,0,5,BJP Tamil Nadu
25,P. Muruganantham Murugananthrram,"@narendramodi வருங்கால Tamil Nadu BJP CM Annamalai k அவர்களே 
🪷🚩🪷 https://t.co/xN8AHyaDw1",Tue Feb 25 04:12:47 +0000 2025,1,15,BJP Tamil Nadu
26,Sunny Raj,"During the Namakku Naame campaign in 2015, M.K. STALIN PROMISED TO MAKE URDU COMPULSORY in schools if DMK came to power.

But the same DMK opposes Hindi, Sanskrit, Telugu, Kannada &amp; Malayalam in Tamil Nadu!

Why this hypocrisy? https://t.co/bvakzDAvRq",Wed Feb 26 03:50:25 +0000 2025,2,5,BJP Tamil Nadu
27,News18,"DMK's student wing continues to protest over ""Hindi imposition""

""DMK fails to understand that Tamil Nadu is an integral of the country. They have always had a very separatist viewpoint"": BJP's @VinojBJP 

@toyasingh | #TamilNadu #NEP #HindiImposition #threelanguagepolicy https://t.co/sUiQAUAXIv",Fri Feb 28 05:00:15 +0000 2025,0,2,BJP Tamil Nadu
28,dD@$h,"Modi Govt is playing with fire by pushing Hindi as third language, with no logic, in states whose formation is based on language. We see some unrest and vandalism in Tamil Nadu now which may spread to other states. 

BJP to be blamed for this . 
 https://t.co/c2YmNPO0sk",Tue Feb 25 04:54:34 +0000 2025,2,25,BJP Tamil Nadu
29,Trends DMK,"We strongly condemn the Fascist BJP-Led Union Govt's Delimitations. 

It unfairly favours Northern states that Support the BJP &amp; harms Tamil Nadu's representation. 

This is against the principles of fair political representation for well-performed states.

#FairDelimitationForTN https://t.co/p4WtOUDWzl",Tue Feb 25 11:37:12 +0000 2025,81,79,BJP Tamil Nadu
30,Thoothukudi S.Joel,"Delimitation based on population? 
A convenient excuse by BJP to undermine Tamil Nadu's voice in Parliament. 
We won't be silenced. 

#FairDelimitationForTN 💪 https://t.co/oZMHUt8Rn0",Tue Feb 25 10:17:33 +0000 2025,153,193,BJP Tamil Nadu
31,News18 Tamil Nadu,"#JUSTIN மத்திய அரசு வேலை வாங்கித் தருவதாக ஆசை வார்த்தை கூறி பல கோடி ரூபாய் மோசடியில் ஈடுபட்ட பாஜக நிர்வாகி ஜெயராம்

#BJP #Jayaram #Fakejob #News18Tamilnadu | https://t.co/3v5L32pe7b https://t.co/8VITgsskRE",Wed Feb 19 06:36:27 +0000 2025,256,478,BJP Tamil Nadu
32,DMK NRI Wing,"Yet another day, yet another fake news from this serial liar. 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️

This edited image is nothing but a desperate attempt to spread misinformation and stoke tensions. You might get away with peddling lies elsewhere, but Tamil Nadu is not your playground.

BJP IT Cell’s false",Thu Feb 27 16:37:17 +0000 2025,179,575,BJP Tamil Nadu
33,BJP Tamilnadu,"முதல்வர் திரு. @mkstalin -னின் நேரடிக் கட்டுப்பாட்டில் இயங்கும் காவல்துறையினர் மீது, கொடும் குற்றவாளிகளுக்கு கடுகளவு கூட பயமில்லை என்பதன் வெளிப்பாடே இது. https://t.co/RzeKNxxZqm",Thu Feb 27 10:49:46 +0000 2025,139,295,BJP Tamil Nadu
34,BJP Tamilnadu,"உங்கள் @arivalayam அரசுக்கு, திராவிட மாடல் அரசு என்ற பெயரை விட ஸ்டிக்கர் மாடல் என்ற பெயரே பொருத்தமாக இருக்கும்.@mkstalin..! https://t.co/mOnTWLtZ9O",Tue Feb 25 10:02:50 +0000 2025,178,403,BJP Tamil Nadu
35,KR,"Amit shahs claims are same as the gutkha that Bandi Sanjay chews and spits . 

Amit shah claimed Telangana in 2022 
Amit shah claimed West Bengal in 2021 
Amit Shah claimed BJP will make huge strides in Tamil Nadu in 2021 
Amit Shah also claimed that NDAs doors are closed for TDP https://t.co/1974LIK1NM",Thu Feb 27 16:33:56 +0000 2025,6,23,BJP Tamil Nadu
36,Social Justice:சமூகநீதி,"For people who do not know Tamil Nadu politics and who are relying on the Godi media and BJP IT cell: 

BJP in Tamil Nadu is such a non-entity that:

* They have made a Governor resign, join the party and contest a MP Seat. 
* They have fielded a Union MoS, who got elected as a https://t.co/C60j5nmDrW",Thu Mar 21 13:26:46 +0000 2024,505,1421,BJP Tamil Nadu
37,Dr. Praveen Kumar,"Annamalai has successfully created a DMK Vs BJP narrative! 

A Brilliant Annamalai has created a DMK Vs BJP narrative definitively for the first time in Tamil Nadu politics! @annamalai_k 

This will be a HUGE boost for BJP’s prospects leading into 2026 if channelized well!

What https://t.co/e0Y1oVa4Kq",Fri Feb 21 05:57:05 +0000 2025,101,356,BJP Tamil Nadu
38,Sanidhi Singh Verma,"Tamil Nadu needs a leader a Sewak, சேவகர் who go to the people and has a direct attachment to the people!!

And just @annamalai_k can do that🙏🪷❤️ 

#GetOutStalin 
#GetOutStalin_2026

https://t.co/XkrpzcZltY",Sat Feb 22 06:12:22 +0000 2025,1,6,BJP Tamil Nadu
39,Salem Dharanidharan,"Hindu data point on #ssa by @VigneshJourno shows Tamil Nadu as one  performing states on outcomes desired by #ssa, Infact Tamil Nadu ranks no 1 in access to toilet for girls in these schools. Yet Tamil Nadu is denied funding. 

UP / MP and Bihar ruled by BjP is top 50% for less https://t.co/aC1bH1bQ5t",Tue Feb 25 06:49:47 +0000 2025,102,126,BJP Tamil Nadu
40,Social Justice:சமூகநீதி,"The arrogance! 

Actually, BJP isn’t  following the constitution - Tamil Nadu follows a strict two-language policy and does not implement the three-language formula.

The Official Languages Act legally protects Tamil Nadu.

The Edu minister should learn!

 https://t.co/oBsWOOH43c",Sat Feb 15 13:26:30 +0000 2025,412,1135,BJP Tamil Nadu
41,BJP Tamilnadu,"இரு மொழி என்பது ஊரார் பிள்ளைகளுக்கு, மும்மொழி என்பது தன் பிள்ளைகளுக்கு என்பதே @arivalayam மாடல்.! https://t.co/dOxL6A9d85",Thu Feb 20 08:38:41 +0000 2025,194,378,BJP Tamil Nadu
42,IANS,"Tirunelveli, Tamil Nadu: BJP members staged a protest at Tirunelveli Junction Railway Station, demanding action against DMK members for erasing Hindi letters from the nameboard. The protest created tension, leading to a heated argument when the police attempted to remove the https://t.co/WnA1T4pL4U",Tue Feb 25 10:22:04 +0000 2025,0,6,BJP Tamil Nadu
43,BJP Tamilnadu,"எங்கும் ஸ்டிக்கர், எதிலும் ஸ்டிக்கர் என்பதே திராவிட மாடல்.! https://t.co/wP9kPnwJCv",Mon Feb 24 15:10:00 +0000 2025,279,617,BJP Tamil Nadu
44,Thoothukudi S.Joel,"BJP’s dream: One nation, One language, One party, One leader.
Tamil Nadu’s reply: Not happening in a thousand years. 💪🔥

#GetOutModi https://t.co/TDxpG83t1C",Thu Feb 20 08:20:23 +0000 2025,176,245,BJP Tamil Nadu
45,K Uday,"Tamil Nadu Election results will surprise you, TVK can emerge rapidly in the politics of tamil nadu which degrades the AIADMK.
But, it is interesting to watch what BJP entertainer Annamalai does.
I think PK can't make an impact in TN politics.

https://t.co/FPQOzbIHOo",Wed Feb 26 11:09:16 +0000 2025,0,3,BJP Tamil Nadu
46,CH.Sekar (சி.எச்.சேகர்),"BJP's delimitation strategy: Reward states with high population growth, punish those with effective policies. Tamil Nadu deserves fair representation! 

#FairDelimitationForTN https://t.co/peR2LMeTiR",Tue Feb 25 11:45:02 +0000 2025,57,60,BJP Tamil Nadu
47,News18,"#TamilNadu: BJP needs to take its narrative game in a different direction and start attacking, says @Iyervval, Senior Fellow, IPCS

Pulla Rao, Analyst: These issues are not going to change BJP's fate in Tamil Nadu 

#DMK #MKStalin #Delimitation #TheRightStand | @AnchorAnandN https://t.co/GIgCPehahH",Wed Feb 26 14:05:45 +0000 2025,3,8,BJP Tamil Nadu
48,Salem Dharanidharan,"Speaking to @CNNnews18  exposed the lies  of  bjp BJP  “Tamil Nadu is performing best when it comes to achieving the intended targets of the Samagra Shiksha programme”

#nep #StopHindiImposition #SaveTNRights #OurEducationOurRight https://t.co/MEil8aPg31",Sun Feb 23 10:20:45 +0000 2025,32,67,BJP Tamil Nadu
49,IndiaToday,"Speaking on National Education Policy and 3 language formula, Tamil Nadu BJP President @annamalai_k said, ""there is no imposition of anything.""

#TamilNadu #Delimitation #NewsToday @sardesairajdeep https://t.co/GhqFW6e9Xh",Thu Feb 27 16:11:15 +0000 2025,75,188,BJP Tamil Nadu
50,DMK IT WING,"The BJP-led Union Govt is planning an unfair #delimitation that punishes #TamilNadu and other southern states for their success in population control and #governance!

While Tamil Nadu loses seats, #BJP strongholds in North India gain more, rigging democracy in their favor.

This https://t.co/DX54ki6gmk",Tue Feb 25 15:05:57 +0000 2025,139,171,BJP Tamil Nadu
51,Kumari A.Babu Vinifread,"Retaliating against Tamil Nadu for effective governance by cutting seats? BJP's delimitation is a direct attack on our state's rights! 

This evident politicization of democracy must be resisted at all cost!

#FairDelimitationForTN
#DMKNRIWing https://t.co/CfcDB6M63P",Tue Feb 25 11:14:17 +0000 2025,35,42,BJP Tamil Nadu
52,Yazhini PM (யாழினி ப மீ),"BJP Government and its rabid Sangh Parivar ecosystem speaks at length about how India needs to be united and how Modi is creating New India that seeks to become developed by 2047. 

But what is it doing?

It is penalizing Tamil Nadu for the mere fact that we as a state, have a https://t.co/rjTe8SDz1A",Thu Feb 20 17:02:13 +0000 2025,14,40,BJP Tamil Nadu
53,Shantanu,"Massive jolt to BJP in Tamilnadu: 

AIADMK unanimously passed a resolution in the meeting that the party is breaking all ties with the BJP and NDA alliance from today. 

BJ party was thinking of breaking the Congress-led INDIA alliance but they got ditched by their one important https://t.co/iPwZ9zZJwm",Mon Sep 25 12:14:38 +0000 2023,269,1422,BJP Tamil Nadu
54,BJP Tamilnadu,"""இந்தி திணிப்பு"" என்ற நாடகம் தோற்றதால் தன் சட்டையை கழட்டிவிட்டு, அடுத்து ""டீலிமிடேஷன்"" என்ற நாடகத்திற்கு புதிய சட்டையை மாட்டிக் கொண்டு தயாரானார் தமிழக முதல்வர் @mkstalin https://t.co/MHHhxV9QgK",Thu Feb 27 10:06:58 +0000 2025,620,1708,BJP Tamil Nadu
55,Dr Mohanapriya Saravanan,"பாரதிய ஜனதா கட்சி,திருப்பூர் தெற்கு மாவட்டத்தில் புதிதாக அறிவிக்கப்பட்ட உடுமலை வடக்கு ஒன்றிய நிர்வாகிகள் அனைவருக்கும் பணி சிறக்க வாழ்த்துக்கள்💐

#Annamalai #BJPTamilnadu #NarendraModi https://t.co/cja8CQ0vFy",Fri Feb 28 00:45:35 +0000 2025,1,17,BJP Tamil Nadu
56,Garga Chatterjee,"Why is award winning Bengali filmmaker @isaumyasengupta tweeting in Tamil? 
He made 1st ever documentary against Hindi Imperialism &amp; BJP goons beat him for that. His film must be shown across Tamil Nadu &amp; everywhere else. @KanimozhiDMK @TRBRajaa @dharanisalem @isai_ @AmericaDmk",Thu Feb 27 17:50:53 +0000 2025,231,530,BJP Tamil Nadu
57,BJP Tamilnadu,விமானப் பயணிகளின் கோரிக்கைக்கு செவி மடுத்து சென்னை சர்வதேச விமான நிலையத்தில் உடான் யாத்ரீ கஃபே திட்டத்தின் கீழ் மலிவு விலை உணவகத்தை திறந்து வைத்தார் மத்திய விமானப் போக்குவரத்துத்துறை அமைச்சர் திரு.@RamMNK அவர்கள்.! https://t.co/3zFFwq3VvD,Thu Feb 27 15:13:38 +0000 2025,92,223,BJP Tamil Nadu
58,IndiaToday,"Actor-politician Vijay slammed DMK and BJP over the Hindi row, calling it to be ""LKG, UKG children fighting"". He also accused the two parties of misleading Tamil Nadu while pretending to oppose each other on social media.
Read in detail: https://t.co/XfAJq0QxA9
#Vijay #DMK #BJP https://t.co/JY3cMTlXQL",Wed Feb 26 08:04:40 +0000 2025,1094,3535,BJP Tamil Nadu
59,TIMES NOW,"The Chief Minister of Tamil Nadu often claims that the state has faced injustice at the hands of centre. However, a comparison of funds disbursed under the UPA and NDA reveals that the injustice occurred during the UPA regime : Union HM @AmitShah

#BJP #AmitShah #TamilNadu https://t.co/J1A21nLXEw",Wed Feb 26 07:54:01 +0000 2025,2,5,BJP Tamil Nadu
60,Kavi,"There's not a single issue that the TN BJP speaks in the intrest for  people of Tamil Nadu or Tamil. Every stand they take is against the state and its people

From metro fund delays to Hindi imposition to neet to delimitation

They're subservient age ta for selling the state's",Tue Feb 25 12:28:23 +0000 2025,2,16,BJP Tamil Nadu
61,India & The World,"📢 BJP's Tamil Nadu leader Ranjana Nachiyaar resigned, citing concerns over Tamil identity and nationalism. https://t.co/2aEsFKUHcV",Thu Feb 27 04:37:02 +0000 2025,0,3,BJP Tamil Nadu
62,BJP Tamilnadu,"தமிழ், தமிழ்நாடு போன்ற வார்த்தைகளெல்லாம் உங்கள் @arivalayam கட்சிக்கும், ஆட்சிக்கும் வெறும் அரசியல் சுயலாபத்திற்கு மட்டுமே என்பது, இது போன்ற நிகழ்வுகளின் மூலம் நிரூபணமாகிக் கொண்டே இருக்கிறது. @mkstalin.! https://t.co/nmlXJzUudM",Thu Feb 27 13:27:37 +0000 2025,165,338,BJP Tamil Nadu
63,BJP,"Get ready for the formation of a National Democratic Alliance (NDA) government in Tamil Nadu. In 2026, we will establish an NDA administration. 

This new government will usher in a new era for Tamil Nadu. 

We will put an end to nepotism in the state. 

Corruption will be https://t.co/MkSI8UBr2V",Wed Feb 26 07:42:03 +0000 2025,221,712,BJP Tamil Nadu
64,BJP Tamilnadu,"ஒரே நாளில் அம்பலப்பட்டு போன @arivalayam கட்சியினரின் மும்மொழி எதிர்ப்பு நாடகம்.!

#GetOutStalin https://t.co/mt1klhGMZV",Fri Feb 21 03:44:37 +0000 2025,1423,2619,BJP Tamil Nadu
65,Amit Malviya,"BJP Tamilnadu has launched a #GetOutStalin campaign to oust the DMK led government.

The authoritarianism of one family, a tainted cabinet, rampant corruption, disregard for law and order, turning Tamil Nadu into a hub for drugs and illicit liquor, rising debt, a crumbling https://t.co/rOwyd0VnpM",Fri Feb 21 04:46:56 +0000 2025,3008,7023,BJP Tamil Nadu
66,V. Somanna,"ತಮಿಳುನಾಡಿನಲ್ಲಿರುವ ತಂಜಾವೂರು ರೈಲ್ವೆ ನಿಲ್ದಾಣದ ಪರಿವೀಕ್ಷಣೆ ನಡೆಸಲಾಯಿತು.

ಇದೇ ವೇಳೆ, ಪತ್ರಿಕಾಗೋಷ್ಠಿಯನ್ನುದ್ದೇಶಿಸಿ ಮಾತನಾಡಿದೆನು.

Conducted a review of Thanjavur Railway Station in Tamil Nadu and addressed a press conference.

#bjp #pmo #tamilnadu #indianrailways https://t.co/duznaJGVTO",Thu Feb 27 16:18:07 +0000 2025,3,14,BJP Tamil Nadu
67,IndiaToday,"BJP mocks MK Stalin's 'Urdu push' in Tamil Nadu
#ITVideo #Politics #TamilNadu | @PoojaShali @PramodMadhav6 https://t.co/V3o2hOSY9W",Wed Feb 26 06:03:29 +0000 2025,0,9,BJP Tamil Nadu
