Tweet_count,Username,Text,Created At,Retweets,Likes
14,நாம் தமிழர் கட்சி | Naam Tamilar Katchi,"அறிவிப்பு:

தலைமை ஒருங்கிணைப்பாளர் செந்தமிழன் #சீமான் அவர்களின் மாவட்டக் கட்டமைப்பு வலிமைப்படுத்துதல் பயணம்!

கட்சியின் உள்கட்டமைப்பை மறுசீராய்வு செய்து, புதியப் பொறுப்பாளர்களைத் தேர்வு செய்வதற்காக, தலைமை ஒருங்கிணைப்பாளர் செந்தமிழன் சீமான் அவர்கள் தமிழ்நாடு முழுவதும் https://t.co/YjuQQLolld",Mon Feb 24 13:38:48 +0000 2025,180,345
15,நாம் தமிழர் கட்சி | Naam Tamilar Katchi,"""தமிழ்நாட்டு பள்ளிக் குழந்தைகளுக்கு உரிய நிதியைத் தராவிட்டால் வரி செலுத்த முடியாது"" என்பதை வலியுறுத்தி தமிழ்நாடு அரசு தீர்மானம் நிறைவேற்ற வேண்டும்!  – சீமான் வலியுறுத்தல் 

தமிழ்நாடு அரசு புதிய தேசியக் கல்விக் கொள்கையை ஏற்றால்தான் தமிழ்நாட்டின் கல்வி வளர்ச்சிக்குத் தரவேண்டிய https://t.co/uaaQC682eF",Mon Feb 17 09:36:26 +0000 2025,125,195
16,Telangana Bolo Re,"Seeman house guard arrested for attacking police - causing a stir as he threatened police with a gun!

Seeman is an Indian politician, actor and former filmmaker. He is the leader of the Naam Tamilar Katchi political party in Tamil Nadu
#Seeman #TamilNadu #PoliceAttacked #news https://t.co/eHuHBpnxIV",Thu Feb 27 12:54:28 +0000 2025,0,1
17,R SIVARAMAN,Police arrested the security guard of Naam Tamilar Katchi leader #Seeman's house in Neelankarai following tearing a summon pasted on front door. @THChennai https://t.co/YYWgfaAyOQ,Thu Feb 27 12:36:35 +0000 2025,4,9
18,நாம் தமிழர் கட்சி | Naam Tamilar Katchi,"பல்லடம் மூவர் கொலை வழக்கில் செய்யாத குற்றத்தை ஒப்புக்கொள்ளச் சொல்லி பழங்குடியின மக்களை மிரட்டுவதற்கு பெயர்தான் திராவிட மாடலா? - சீமான் கடும் கண்டனம் 

@CMOTamilnadu | @mkstalin 

திருப்பூர் மாவட்டம், பல்லடம் அருகே உள்ள சேமலைக் கவுண்டன்பாளையத்தில், கடந்த ஆண்டு  நவம்பர் மாதம் ஒரே https://t.co/I98k8Jmdu3",Fri Feb 21 04:29:29 +0000 2025,121,162
19,நாம் தமிழர் கட்சி | Naam Tamilar Katchi,"அடுத்தடுத்து சமூக ஆர்வலர்கள் படுகொலைகள் செய்யப்படும் பேரவலம்; திமுக ஆட்சியில் முற்றாகச் சீரழிந்துள்ள சட்டம்-ஒழுங்கு; சமூக விரோதிகளின் கூடாரமான தமிழ்நாடு!  - சீமான் கடும் கண்டனம் 

@CMOTamilnadu | @mkstalin 

மயிலாடுதுறை மாவட்டம், முட்டம் கிராமத்தில் கள்ளத்தனமாகச் சாராயம் https://t.co/xONtHo5Zx6",Sat Feb 15 09:27:12 +0000 2025,105,125
20,நாம் தமிழர் கட்சி | Naam Tamilar Katchi,"நேரடி நெல் கொள்முதல் நிலையங்களில் நடைபெறும் ஊழல் முறைகேடுகளை தமிழ்நாடு அரசு தடுத்து நிறுத்த வேண்டும்! - சீமான் வலியுறுத்தல் 

@CMOTamilnadu | @mkstalin

விவசாயிகள் அரும்பாடுபட்டு விளைவித்த நெல்மணிகளைக் கொள்முதல் செய்வதற்காக தமிழ்நாடு அரசால் தமிழ்நாட்டின் பல்வேறு இடங்களில் https://t.co/TAgfTA5iQy",Sun Feb 23 04:51:58 +0000 2025,141,193
21,Saattai,"மாற்றம் என சொல்லி கொண்டு மற்ற கட்சியின் கேவலங்களை அரங்கேற்றும் நீங்கள்
ஓட்டுக்கு கொடுக்க போகும் காசு எவ்வளவு...? | 
@TVKVijayHQ @actorvijay 
#TVKVijay #TVK #NaamTamilarKatchi #Seeman_TheUnstoppable https://t.co/xGZZck4Naa",Fri Feb 14 10:34:09 +0000 2025,267,614
22,South First,"Seeman Summoned by Police in Actress Vijayalakshmi’s Case; Security Guard Arrested for Threatening Officers

Neelankarai police have issued a summons to Naam Tamilar Katchi (NTK) coordinator Seeman, asking him to appear in court regarding the case filed against him by actress https://t.co/C8lTQUtUsx",Thu Feb 27 12:24:42 +0000 2025,0,1
23,நாம் தமிழர் கட்சி | Naam Tamilar Katchi,"#NEPLanguageRow 

Pass Resolution: ""No Fund, No Tax” Unless the Indian Union Govt Releases Fund for TN School Children! 

The arrogant speech of Indian Union Education Minister Dharmendra Pradhan that the Rs. 2152 crores fund allocated for the development of #TamilNadu can be https://t.co/8F5F5hoxn7",Mon Feb 17 13:03:32 +0000 2025,154,205
24,நாம் தமிழர் கட்சி | Naam Tamilar Katchi,"'புனித போராளி' #பழனிபாபா அவர்களின் 28ஆம் ஆண்டு நினைவு நாளை ஒட்டி #நாம்தமிழர்கட்சி சார்பாக தலைமை ஒருங்கிணைப்பாளர் செந்தமிழன் #சீமான் அவர்களின் தலைமையில் மாபெரும் பொதுக்கூட்டம்  22-02-2025 அன்று, மாலை 4 மணியளவில், #திண்டுக்கல் மாவட்டம் #பழனி, நெய்க்காரப்பட்டி கலையரங்கம் அருகில் https://t.co/AqLEVBisWM",Sun Feb 23 10:10:17 +0000 2025,128,252
25,நாம் தமிழர் கட்சி | Naam Tamilar Katchi,"பழைய ஓய்வூதியத் திட்டம் உள்ளிட்ட அரசு ஊழியர்களின் அடிப்படை உரிமைகளை திமுக அரசு உடனடியாக நிறைவேற்றித்தர வேண்டும்! 

அரசு ஊழியர்கள் மற்றும் ஆசிரியர் சங்கங்களின் கூட்டமைப்பு (ஜாக்டோ ஜியோ) முன்னெடுக்கும் அறப்போராட்டம் வெல்ல நாம் தமிழர் கட்சி துணை நிற்கும்! 

@CMOTamilnadu @mkstalin https://t.co/Qc0TpYdifc",Thu Feb 27 03:54:19 +0000 2025,114,167
26,Saattai,"சீமான் மீது தொடர்ந்து வழக்குகள் | திராவிடத்தின் கடைசி ஆயுதம் | 
@arivalayam 
#DMKFailsTN #naamtamilarkatchi #SeeMan_PoliticalForceOfTamilNadu #DMKGovt #ntk #DravidianModel https://t.co/myeqn3zXbV",Wed Feb 19 08:30:17 +0000 2025,135,383
27,Liberty Tamil,"Video link : https://t.co/accY43zDBA

நாம் தமிழர் கட்சி உடைகிறதா? உடைக்கப்படுகிறதா? - மக்கள் கருத்து Seeman | Naam Tamilar Katchi
#TamilNadu #tamilnadupolitics #makkalkaruthu #Seeman #naamtamilarkatchi #seemanspeech #kaliyammal #periyar #periyarissu https://t.co/FFDzmGqBY9",Tue Feb 25 13:45:49 +0000 2025,0,0
28,V i b e p o s t u,"நேற்று : நான் ஆஜர் ஆக முடியாது என்ன பண்ணுவ என்றார்... 

இன்று : மாலை ஆஜர் ஆகிறார்...

காவல்துறைக்கு அடி பணிந்த சீமான்
பயந்துட்டான் போல 🤣🤣 @Seeman4TN

#seeman #NaamTamilarKatchi https://t.co/v44Kc275Sn",Fri Feb 28 03:37:40 +0000 2025,9,14
29,Julian I.,"In Chennai, at Valluvar Kottam in Nungambakkam, members of the Naam Tamilar Katchi, including brother Senthamizhan Seeman, were arrested by police while protesting against the sexual assault of a st .. https://t.co/gaNd3PZNdK",Tue Dec 31 20:43:53 +0000 2024,0,0
30,News Square,"""காளியம்மாள் போனால் போகட்டும்""

@Seeman4TN | @NaamTamilarOrg | @Kaliyammal_off
| #Seeman | #NTK | #Naamtamilarkatchi | #Madurai | #NewsSquare https://t.co/IRa6xJOZDQ",Sat Feb 22 06:37:07 +0000 2025,3,5
31,Ambassador,"V.C. Chandrakumar of the DMK secured a major victory in the Erode East by-election. He defeated 45 candidates, including Naam Tamilar Katchi's Seethalakshmi, with a significant margin. CM M.K. Stalin praised the victory as a testament to the people's trust in DMK's governance. https://t.co/QwRIxSqr7l",Sun Feb 09 09:16:43 +0000 2025,0,1
32,நாம் தமிழர் கட்சி | Naam Tamilar Katchi,"இந்தியாவில் பழைய ஓய்வூதியத் திட்டம் நடைமுறைப்படுத்தப்பட வாய்ப்பே இல்லை என்று கூறப்பட்ட நிலையில் மேற்கு வங்கம் பழைய ஓய்வூதியத் திட்டத்தை மீண்டும் செயல்படுத்தியது. அதைத் தொடர்ந்து இராஜஸ்தான், சத்தீஸ்கர், ஜார்க்கண்ட், பஞ்சாப், இமாச்சலபிரதேசம் ஆகிய மாநிலங்கள் பழைய ஓய்வூதியத் https://t.co/dS5UYBv0wj",Thu Feb 27 03:56:53 +0000 2025,38,51
33,தினமணி,"#Dinamani | எங்களைப் பார்த்து திமுகவுக்கு பயம் - நாம் தமிழர் கட்சி வேட்பாளர் சீதாலட்சுமி

#NTK #NaamTamilarKatchi #Seeman #ErodeEastByElection #ErodeEastResults #ElectionResults #ElectionWithDinamani https://t.co/LMyoA4jg1N",Sat Feb 08 10:51:13 +0000 2025,118,348
34,Ambassador,"Naam Tamilar Katchi leader Seeman questioned the Y-category security given to TVK Vijay. He criticized the government’s inaction on issues, including the Mayiladuthurai murders. Seeman also commented on North Indian migrants and election strategists in Tamil Nadu. https://t.co/eUajkx5EQU",Sun Feb 16 14:25:41 +0000 2025,0,0
35,ஹுசைன்,"யார் போனால் எனக்கு என்ன? நான் என் வேலையை பார்த்துக்கொண்டு இருக்கிறேன் https://t.co/w7lsfoQMgq
#Seeman #naamtamilarkatchi https://t.co/d6TzqjKtBO",Mon Feb 24 16:02:03 +0000 2025,1,3
36,Naam Tamilar Katchi France,#கோழை_ஸ்டாலின்,Thu Feb 27 12:32:45 +0000 2025,0,0
37,நெற்களஞ்சியம்❤💛,"தலைவன் என்பவன் என் இனத்தவனாக இருக்க வேண்டும். என் மொழி புரியாதவன் எனக்கு இறைவனாக இருக்க முடியாது, என் வலி உணராதவன் எனக்கு தலைவனாக இருக்க முடியாது.

தமிழினமே விழித்துக்கொள்..!!
தலையெழுத்தை மாற்றிக்கொள்..!!!
#SeeMan_PoliticalForceOfTamilNadu
#NaamTamilarKatchi | #Seeman4TN https://t.co/I36wzc2V3V",Wed Feb 26 15:00:57 +0000 2025,3,5
38,V Thamizh,"சீமானின் செக்யூரிட்டி அபீசர்
மீது கொலை முயற்சி வழக்கு.

காவலர்களை துப்பாக்கியைக் காட்டிய மிரட்டிய சீமான் வீட்டுக் காவலாளி அமல்ராஜ் மீது கொலை முயற்சி வழக்குப் பதிவு செய்யப்பட்டுள்ளது.

#NaamTamilarKatchi #seeman #Vijayalakshmi #HighCourt #VThamizhDigital #VThamizh #வி_தமிழ் https://t.co/8Q5I1cdbWB",Thu Feb 27 14:14:25 +0000 2025,0,2
39,The Herd,"Kaliyammal announces her exit from Naam Tamilar Katchi.

""Despite facing many challenges, I remained silent because of the trust people had in me,"" she said, citing her Decision Amid Various Pressures. 

#NTK #Kaliammal #NaamTamizharKatchi #Seeman #Tamilnadu #TNPolitics #DMK https://t.co/1Shllxtoh1",Mon Feb 24 10:18:45 +0000 2025,0,2
40,நாம் தமிழர் கட்சி | Naam Tamilar Katchi,"திருச்சி மாநகரம் தென்னூரில் அமைந்துள்ள மீர் ஹசனுல்லா ஷா தர்காவிற்குச் சொந்தமான இடத்தை மாநகராட்சி மூலம் அபகரிக்கும் முயற்சியை தமிழ்நாடு அரசு கைவிட வேண்டும்! - சீமான் வலியுறுத்தல் 

@CMOTamilnadu @mkstalin 

திருச்சி தென்னூரில் அமைந்துள்ள மீர் ஹசனுல்லா ஷா தர்காவிற்குச் சொந்தமான https://t.co/EsJeIAbueI",Fri Feb 21 04:42:44 +0000 2025,97,121
41,Nirmal TVK Pallavaram,"நாம் தமிழர் கட்சிக்கு பின்னடைவு 
#naamtamilarkatchi #Kaliammal #kaliyammal #seeman https://t.co/mfNwfoyXix",Mon Feb 24 09:30:28 +0000 2025,1,6
42,Saattai,"திருச்சி மாவட்டம், மேற்கு தொகுதி சேர்ந்த து.இராஜேஷ்.
திருவெறும்பூர் தொகுதி வெ.சோழசூரன் ஆகியோர் நாம் தமிழர் கட்சி மாநில ஒருங்கிணைப்பாளராக நியமிக்கப்பட்டுள்ளார்கள்! | 
@NaamTamilarOrg @Seeman4TN 
#ntk #Seeman4TN #naamtamilarkatchi https://t.co/85LoGn9Ap2",Wed Feb 26 05:43:14 +0000 2025,201,595
43,தமிழ்த்தேசியப் பரிசுப் பொருட்கள்,"""தைப்பூசம் முன்னிட்டு திருமுருக பெருவிழா""

அளவு : 24 Inchs 
வாங்க : 9944924770 (Whatsapp Only)

#Thaipoosam #Muruga #Malaysia #naamTamilarKatchi #Seeman https://t.co/BeoGHDNe5Z",Sun Feb 09 18:04:52 +0000 2025,273,1053
44,இரா.கனகபிரியா கார்த்திகேயன்,"Black Sparrow 🖤🦅
Pc @Karthik17560773 
#naamtamilarkatchi #Seeman_TN_CM_2026 https://t.co/COfEKJD6U0",Sat Jan 18 09:17:58 +0000 2025,148,749
45,The Times Of India,"#ResultsWithTOI | VC Chandhirakumar of the DMK won the #Erode East assembly byelection by a margin of 90,629 votes over his nearest rival M K Seethalakshmi of the Naam Tamilar Katchi.

Details here 🔗 https://t.co/LZJznD1sTS
#ElectionsWithTOI #TamilNadu #ErodeBypolls https://t.co/fJRrsfYwRs",Sat Feb 08 14:17:26 +0000 2025,0,7
46,CCA,"""The only party that contested against DMK was Naam Tamilar Katchi. Even in that, they couldn't secure their deposit."" https://t.co/wRB4V1CaqG",Sat Feb 08 09:52:40 +0000 2025,0,0
47,NTK-Palayamkottai,Naam Tamilar Katchi is the only party that has not even seeked money for the candidate's nomination during the selection within the party. Help through crowdfunding to popularize such candidates. https://t.co/BnTZQm91jp #Donate4Change_Erode,Sun Jan 19 04:40:10 +0000 2025,0,0
48,நெற்களஞ்சியம்❤💛,"#மண்ணின்_காவலன்_சீமான்
#சீமானின்_தமிழ்த்தேசிய_அரசியல்
செந்தமிழன் சீமான் பேசும் உண்மையை குறை சொல்பவர்களுக்கு ஒன்று புரியவில்லை அப்படி இல்லை என்றால் அவரை பிடிக்கவில்லை. ஆனால் அவர் பேசுவது மண்ணின் மக்களுக்கான அரசியல்.
#SeeMan_PoliticalForceOfTamilNadu
#NaamTamilarKatchi | #Seeman4TN https://t.co/Um78A3nAhQ",Thu Feb 20 03:03:53 +0000 2025,110,309
49,TNMedia Channels,"WATCH ▶️ https://t.co/1IEDdfMIDA
தமிழ் நாகர் குடி மக்கள் பிறமொழியான வரலாறு - சாரங்கபாணி

#seeman #ntk #naamtamilarkatchi #சீமான் #பெரியார் #periyar #maniyarasan #தமிழ்தேசியபேரியக்கம் #ttp #naamtamilar #நாம்தமிழர் #lulu #kolathurmani https://t.co/CDMdWOhF5E",Mon Feb 24 07:20:56 +0000 2025,33,56
50,Saattai,"நாம் தமிழர் கட்சியின் மீனவர் பாசறை மாநில ஒருங்கிணைப்பாளர்கள் அறிவிப்பு ! | 
@NaamTamilarOrg 
#Seeman #ntk #raavanankudil #fisherman #naamtamilarkatchi  #tamilnadu https://t.co/dbz2Nftnup",Mon Feb 24 13:17:46 +0000 2025,178,534
51,SanJeevan1721,"Naam Tamilar Katchi’s dominance on social media is not built on crores but on intelligence, hard work, and unwavering dedication. Unlike others, it thrives through sheer effort and strategy. Leading this movement from the forefront is the Unofficial King, https://t.co/HCqCHKEaxj",Wed Feb 26 17:34:18 +0000 2025,5,26
52,Saattai,"எளிய மக்களின் கட்சிக்கு எதுக்கு கோடிகளில் பணம் வாங்கும் வியூகவகுப்பாளர்! | சீமான் கேள்வி! | 
@NaamTamilarOrg @TVKVijayHQ 
#Seeman4TN #Vijay #TVKVijay #PrashanthKishore #adhavarjun #naamtamilarkatchi https://t.co/LzFxCb5pCn",Thu Feb 27 07:33:39 +0000 2025,205,459
53,Tamil The Hindu,"“நாதகவுக்கு இது களையுதிர் காலம்!” - காளியம்மாள் விலகல் சலசலப்புக்கு சீமான் பதில் &gt; https://t.co/1YpicOlVH2

#NaamTamilarKatchi | #NTK | #Seeman | #Kaliyammal https://t.co/g00mIg7BjN",Sat Feb 22 08:34:00 +0000 2025,0,9
54,நாம் தமிழர் கட்சி | Naam Tamilar Katchi,"அரசு மருத்துவர்களை நேரடி நேர்காணல் மூலம் தேர்வு செய்யக்கூடாது; மருத்துவப்பணியாளர் தேர்வாணையம் நடத்தும் தகுதித்தேர்வின் மூலமே தேர்வு செய்ய வேண்டும்! - சீமான் வலியுறுத்தல் 

@CMOTamilnadu | @mkstalin

தமிழ்நாட்டில் உள்ள அரசு மருத்துவமனைகளில் காலியாகவுள்ள 658 மருத்துவர் https://t.co/ADvh8tdeC9",Fri Feb 21 09:56:00 +0000 2025,96,170
55,நாம் தமிழர் கட்சி | Naam Tamilar Katchi,"பள்ளி மாணவர்களின் பெற்றோரைக் கொண்டாட மாநாடா? திமுகவின் தேர்தல் பரப்புரைத்திட்டத்திற்கான முன்னோட்டமா? - செந்தமிழன் சீமான் கடும் கண்டனம் 

@mkstalin | @CMOTamilnadu 

கடலூர் மாவட்டம், திருப்பெயர் கிராமத்தில் தமிழ்நாடு முதல்வர் பங்கேற்கும் 'பெற்றோரைக் கொண்டாடுவோம்' என்ற மாநாட்டு https://t.co/LJFr8ksGk7",Sat Feb 15 10:34:34 +0000 2025,135,187
56,TNMedia Channels,"Watch ▶️ https://t.co/R4SfWjGOCo
ரெண்டு TVK -ல காளியம்மாள் இணையும் கட்சி இது தான்...

#seeman #kaliyammal #ntk #சீமான் #காளியம்மாள் #tvkvijay #naamtamilarkatchi #dmk
#idumbavanamkarthik https://t.co/UyC2JhBOir",Wed Feb 26 11:21:05 +0000 2025,1,5
57,Srihari..,"யாருமே இல்லாத கடைல யாருக்குடா மாநில பொறுப்பு போட்டுக்கிட்டிருக்க 🤭🤣🤣
@Seeman4TN 
#Seemanfails
#naamtamilarkatchi https://t.co/bojnJl9FVc",Mon Feb 24 16:15:23 +0000 2025,2,6
58,viduthalai kuyil - விடுதலைக்குயில்,"சீமான் அண்ணன் வீட்டிற்குள் நடந்த தாக்குதல்!
மனநலம் பாதிக்கப்பட்ட காவலர்?
இதற்கு சீமான் அடிபணிவாரா?

காணொளி இணைப்பு: https://t.co/0cjx4W2fBp

#Seeman | #naamtamilarkatchi | #viduthalaikuyil https://t.co/J072VLrwBX",Thu Feb 27 11:34:24 +0000 2025,59,105
59,D.Jackson Jayaraj,"நாங்கள் பெரியாரை இழிவாகப் பேசவில்லை, பெரியார் பேசியதை பேசினோம்! 🔥💪

@Seeman4TN @_ITWingNTK 

#Seeman #NTK #NaamTamilarKatchi #TamilNadu #நாம்தமிழர்கட்சி https://t.co/szW7MWh7ON",Sat Feb 22 04:50:03 +0000 2025,66,249
60,நெற்களஞ்சியம்❤💛,"கத கேளு கத கேளு சீமானின்  நிஜமான கத கேளு...
#நாம்தமிழர்_மழலையர்பாசறை 
#SeeMan_PoliticalForceOfTamilNadu
#NaamTamilarKatchi | #Seeman4TN https://t.co/YSigqqYB4s",Tue Feb 18 04:57:58 +0000 2025,318,812
61,நெற்களஞ்சியம்❤💛,"நீங்கள் விசிலடிக்க கற்று கொடுத்துக் கொண்டிருக்கும் போது, செந்தமிழன் சீமான் இந்த மண்ணுக்கும், மக்களுக்குமான இன விடுதலை அரசியலை  கற்றுக் கொடுத்தவர்டா..
#நாம்தமிழர்_மழலையர்பாசறை 
#SeeMan_PoliticalForceOfTamilNadu
#NaamTamilarKatchi | #SEEMAN4TN https://t.co/plqhM6MXhw",Tue Feb 18 05:32:24 +0000 2025,362,800
62,Naam Tamilar Katchi France,"@apjagadesan வாயை பொத்தடா துரோகி, அண்ணன் சீமனை பற்றி கதைப்பதர்க்கு எந்த தகுதியும் இல்லை!",Wed Feb 26 19:16:16 +0000 2025,0,0
63,Raj News Tamil,"நாம் தமிழர் கட்சியிலிருந்து விலகினார் - காளியம்மாள்
#Kaliammal  #NTK   #NaamTamilarKatchi https://t.co/W5KLBwZf5t",Mon Feb 24 09:19:17 +0000 2025,1,6
64,Saattai,"| ஊழல் ஒழிப்பு! வேசம் போடும் விஜய் | 
விஜய்யை ஏமாற்றும் ஜான்ஆரோக்கியசாமி !
தவெக ஒரு லெட்டர்பேட் கட்சி! | ரவீந்திரன் துரைசாமி | 
@tvkvijayhq @actorvijay 
#Seeman #ntk #TVKVijay #Vijay #johnarokiasamy #naamtamilarkatchi #RD 
FULL VIDEO ON : https://t.co/1uJnSHmd8S https://t.co/pJFHMc4cC8",Wed Feb 12 15:47:50 +0000 2025,89,210
65,NTK-Palayamkottai,Naam Tamilar Katchi has brought the women to the political sphere who were previously confined to the four walls of houses. It's time for people to support such women candidates to contest in elections. https://t.co/BnTZQm91jp #Donate4Change_Erode,Sun Jan 19 04:39:41 +0000 2025,0,0
66,Aransei,"சீமானுக்கு காளியம்மாள் சொன்ன அந்த குறள் | Seeman | Kaliammal | NTK 

#kaliammal #seeman #sattaiduraimurugan #NTK #naamtamilarkatchi #DMK #aransei #madanarivazhagan #sathishchelladurai https://t.co/p8Q9iJrfuS",Wed Feb 26 13:10:07 +0000 2025,2,6
67,Kamadenu,"சீமான் வீட்டில் கைதான ஊழியர்களுக்கு மார்ச் 13 வரை காவல்: நடந்தது என்ன? - முழு விவரம் 
#SeemanHouse #SeemanIssue #seemancase #NTK #NaamTamilarKatchi 
 https://t.co/rPF8VbjuYN",Fri Feb 28 05:07:44 +0000 2025,0,0
68,SathiyamTv,"“சம்மனை இங்கே ஒட்டவும்” : சீமான் வீட்டில் வைக்கப்பட்ட பெயர்ப் பலகை 
https://t.co/Muv7q6ZNwe 

#SathiyamNews #NaamTamilarKatchi #seeman",Fri Feb 28 05:07:05 +0000 2025,3,3
